movie_id,title,genre,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,num_reviews,max_rating,min_rating,average_rating,rating_count_1,rating_count_2,rating_count_3,rating_count_4,rating_count_5
3481,High Fidelity (2000),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1373,5,1,3.928623452294246,28,82,256,601,406
1923,There's Something About Mary (1998),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,5,1,3.9044493070751276,69,79,245,499,479
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1367,5,1,4.4498902706656915,8,37,115,379,828
2699,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1367,5,1,3.0029261155815656,104,278,548,384,53
39,Clueless (1995),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1362,5,1,3.6233480176211454,45,110,385,595,227
21,Get Shorty (1995),Action|Comedy|Drama,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1356,5,1,3.6238938053097347,24,127,418,553,234
1393,Jerry Maguire (1996),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1353,5,1,3.7590539541759056,24,90,349,615,275
2804,"Christmas Story, A (1983)",Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1352,5,1,4.238905325443787,18,44,185,455,650
588,Aladdin (1992),Animation|Children's|Comedy|Musical,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1351,5,1,3.788304959289415,31,92,328,581,319
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1345,5,1,3.6892193308550185,13,93,420,592,227
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1341,5,1,3.9395973154362416,20,77,302,507,435
733,"Rock, The (1996)",Action|Adventure|Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1340,5,1,3.723134328358209,30,97,386,528,299
